Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1987,1987,100 g/ha,3305,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1987,1987,t,996930,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1988,1988,ha,3518003,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1988,1988,100 g/ha,5021,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1988,1988,t,1766306,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1989,1989,ha,3565738,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1989,1989,100 g/ha,3738,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1989,1989,t,1332728,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1990,1990,ha,4606093,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1990,1990,100 g/ha,3833,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1990,1990,t,1765532,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1991,1991,ha,4389733,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1991,1991,100 g/ha,4141,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1991,1991,t,1818000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1992,1992,ha,4988796,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1992,1992,100 g/ha,3770,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1992,1992,t,1881000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1993,1993,ha,4675272,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1993,1993,100 g/ha,4021,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1993,1993,t,1880000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1994,1994,ha,4920056,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1994,1994,100 g/ha,3022,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1994,1994,t,1487000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1995,1995,ha,5229430,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1995,1995,100 g/ha,3383,X,Figure from international organizations,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1995,1995,t,1769328,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1996,1996,ha,5021190,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1996,1996,100 g/ha,3501,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1996,1996,t,1758005,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1997,1997,ha,4503635,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1997,1997,100 g/ha,3002,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1997,1997,t,1351918,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1998,1998,ha,5366055,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1998,1998,100 g/ha,4456,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1998,1998,t,2391282,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1999,1999,ha,5351201,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1999,1999,100 g/ha,4279,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1999,1999,t,2289686,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2000,2000,ha,5151395,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2000,2000,100 g/ha,3259,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2000,2000,t,1678631,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2001,2001,ha,5231937,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2001,2001,100 g/ha,4508,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2001,2001,t,2358741,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2002,2002,ha,5576500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2002,2002,100 g/ha,4604,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2002,2002,t,2567219,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2003,2003,ha,5771300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2003,2003,100 g/ha,4756,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2003,2003,t,2744908,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2004,2004,ha,5604400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2004,2004,100 g/ha,3636,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2004,2004,t,2037714,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2005,2005,ha,5893900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2005,2005,100 g/ha,4500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2005,2005,t,2652371,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2006,2006,ha,6229948,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2006,2006,100 g/ha,4829,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2006,2006,t,3008584,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2007,2007,ha,6170179,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2007,2007,100 g/ha,4509,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2007,2007,t,2781928,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2008,2008,ha,6738884,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2008,2008,100 g/ha,5178,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2008,2008,t,3489391,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2009,2009,ha,6513144,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2009,2009,100 g/ha,4111,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2009,2009,t,2677855,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2010,2010,ha,7253200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2010,2010,100 g/ha,5291,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2010,2010,t,3837525,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2011,2011,ha,7052175,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2011,2011,100 g/ha,3915,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2011,2011,t,2760917,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2012,2012,ha,7095105,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2012,2012,100 g/ha,5443,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2012,2012,t,3862155,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2013,2013,ha,7082959,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2013,2013,100 g/ha,4125,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2013,2013,t,2921982,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2014,2014,ha,7358247,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2014,2014,100 g/ha,4514,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2014,2014,t,3321752,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2015,2015,ha,6426806,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2015,2015,100 g/ha,5298,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2015,2015,t,3404813,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2016,2016,ha,7230228,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2016,2016,100 g/ha,5375,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2016,2016,t,3886079.17,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2017,2017,ha,6998776,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2017,2017,100 g/ha,5415,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2017,2017,t,3790028,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2018,2018,ha,7033751,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2018,2018,100 g/ha,5483,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2018,2018,t,3856343.92,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2019,2019,ha,6831217,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2019,2019,100 g/ha,4788,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2019,2019,t,3270453,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2020,2020,ha,6743482,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2020,2020,100 g/ha,5203,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2020,2020,t,3508902.54,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2021,2021,ha,6145774,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2021,2021,100 g/ha,3493,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2021,2021,t,2146706,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,2022,2022,ha,6780623,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,2022,2022,100 g/ha,5393,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,2022,2022,t,3656958.05,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1961,1961,ha,9155,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1961,1961,100 g/ha,10431,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1961,1961,t,9550,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1962,1962,ha,9115,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1962,1962,100 g/ha,12283,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1962,1962,t,11196,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1963,1963,ha,9373,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1963,1963,100 g/ha,10722,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1963,1963,t,10050,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1964,1964,ha,9360,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1964,1964,100 g/ha,12596,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1964,1964,t,11790,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1965,1965,ha,8700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1965,1965,100 g/ha,13453,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1965,1965,t,11704,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1966,1966,ha,9200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1966,1966,100 g/ha,22283,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1966,1966,t,20500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1967,1967,ha,11507,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1967,1967,100 g/ha,28263,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1967,1967,t,32522,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1968,1968,ha,15291,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1968,1968,100 g/ha,25527,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1968,1968,t,39033,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1969,1969,ha,15485,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1969,1969,100 g/ha,24540,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1969,1969,t,38000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1970,1970,ha,16400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1970,1970,100 g/ha,22622,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1970,1970,t,37100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1971,1971,ha,17110,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1971,1971,100 g/ha,15956,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1971,1971,t,27300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1972,1972,ha,17185,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1972,1972,100 g/ha,18505,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1972,1972,t,31800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1973,1973,ha,17775,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1973,1973,100 g/ha,26053,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1973,1973,t,46309,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1974,1974,ha,14810,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1974,1974,100 g/ha,20375,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1974,1974,t,30176,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1975,1975,ha,17200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1975,1975,100 g/ha,17047,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1975,1975,t,29320,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1976,1976,ha,21700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1976,1976,100 g/ha,13226,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1976,1976,t,28700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1977,1977,ha,23000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1977,1977,100 g/ha,11565,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1977,1977,t,26600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1978,1978,ha,25400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1978,1978,100 g/ha,12441,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1978,1978,t,31600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1979,1979,ha,19523,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1979,1979,100 g/ha,12172,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1979,1979,t,23763,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1980,1980,ha,20100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1980,1980,100 g/ha,14876,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1980,1980,t,29900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1981,1981,ha,20700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1981,1981,100 g/ha,18792,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1981,1981,t,38900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1982,1982,ha,20200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1982,1982,100 g/ha,20396,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1982,1982,t,41200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1983,1983,ha,22200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1983,1983,100 g/ha,20180,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1983,1983,t,44800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1984,1984,ha,19300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1984,1984,100 g/ha,25233,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1984,1984,t,48700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1985,1985,ha,20600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1985,1985,100 g/ha,27524,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1985,1985,t,56700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1986,1986,ha,27600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1986,1986,100 g/ha,27283,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1986,1986,t,75300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1987,1987,ha,24800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1987,1987,100 g/ha,24498,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1987,1987,t,60754,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1988,1988,ha,17600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1988,1988,100 g/ha,30057,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1988,1988,t,52900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1989,1989,ha,22536,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1989,1989,100 g/ha,34147,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1989,1989,t,76953,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1990,1990,ha,22989,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1990,1990,100 g/ha,31432,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1990,1990,t,72260,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1991,1991,ha,20979,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1991,1991,100 g/ha,35605,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1991,1991,t,74695,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1992,1992,ha,14500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1992,1992,100 g/ha,32828,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1992,1992,t,47600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1993,1993,ha,30000,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1993,1993,100 g/ha,26233,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1993,1993,t,78700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1994,1994,ha,28000,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1994,1994,100 g/ha,22143,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1994,1994,t,62000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1995,1995,ha,21000,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1995,1995,100 g/ha,24286,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1995,1995,t,51000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1996,1996,ha,31500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1996,1996,100 g/ha,16254,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1996,1996,t,51200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1997,1997,ha,36976,I,Imputed value,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1997,1997,100 g/ha,22501,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1997,1997,t,83200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1998,1998,ha,20000,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1998,1998,100 g/ha,29100,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1998,1998,t,58200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,1999,1999,ha,15078,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,1999,1999,100 g/ha,41112,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,1999,1999,t,61989,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2000,2000,ha,22000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2000,2000,100 g/ha,27479,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2000,2000,t,60453,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2001,2001,ha,27716,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2001,2001,100 g/ha,27565,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2001,2001,t,76400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2002,2002,ha,23853,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2002,2002,100 g/ha,31638,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2002,2002,t,75467,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2003,2003,ha,18710,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2003,2003,100 g/ha,31042,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2003,2003,t,58080,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2004,2004,ha,23383,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2004,2004,100 g/ha,30949,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2004,2004,t,72367,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2005,2005,ha,14683,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2005,2005,100 g/ha,38290,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2005,2005,t,56221,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2006,2006,ha,16475,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2006,2006,100 g/ha,36637,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2006,2006,t,60360,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2007,2007,ha,16757,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2007,2007,100 g/ha,35900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2007,2007,t,60158,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2008,2008,ha,16013,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2008,2008,100 g/ha,38110,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2008,2008,t,61025,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2009,2009,ha,18179,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2009,2009,100 g/ha,43571,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2009,2009,t,79207,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2010,2010,ha,33446,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,113,Rice,2010,2010,100 g/ha,30742,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,113,Rice,2010,2010,t,102820,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,113,Rice,2011,2011,ha,22272,A,Official figure,
